community_id,n_nodes_fixed,n_vertices_fixed,n_edges_fixed,max_edges_fixed,density_fixed,n_nodes_orig,n_vertices_orig,n_edges_orig,max_edges_orig,density_orig,density_diff,n_nodes_match
1023,2,2,1,1,1,2,2,0,1,0,1,TRUE
1024,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1025,2,2,1,1,1,3,3,0,3,0,1,FALSE
1026,2,2,1,1,1,2,2,0,1,0,1,TRUE
1027,2,2,1,1,1,2,2,0,1,0,1,TRUE
1028,2,2,1,1,1,2,2,0,1,0,1,TRUE
1029,2,2,1,1,1,2,2,0,1,0,1,TRUE
1030,2,2,1,1,1,2,2,0,1,0,1,TRUE
1031,2,2,1,1,1,2,2,0,1,0,1,TRUE
1032,2,2,1,1,1,2,2,0,1,0,1,TRUE
1033,2,2,1,1,1,2,2,0,1,0,1,TRUE
1034,2,2,1,1,1,2,2,0,1,0,1,TRUE
1035,2,2,1,1,1,2,2,0,1,0,1,TRUE
1036,2,2,1,1,1,2,2,0,1,0,1,TRUE
1037,2,2,1,1,1,2,2,0,1,0,1,TRUE
1038,2,2,1,1,1,2,2,0,1,0,1,TRUE
1039,2,2,1,1,1,2,2,0,1,0,1,TRUE
1040,2,2,1,1,1,2,2,0,1,0,1,TRUE
1041,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1042,2,2,1,1,1,2,2,0,1,0,1,TRUE
1043,2,2,1,1,1,2,2,0,1,0,1,TRUE
1044,2,2,1,1,1,2,2,0,1,0,1,TRUE
1045,2,2,1,1,1,2,2,0,1,0,1,TRUE
1046,2,2,1,1,1,2,2,0,1,0,1,TRUE
1047,2,2,1,1,1,2,2,0,1,0,1,TRUE
1048,2,2,1,1,1,2,2,0,1,0,1,TRUE
1049,2,2,1,1,1,2,2,0,1,0,1,TRUE
1050,2,2,1,1,1,2,2,0,1,0,1,TRUE
1051,2,2,1,1,1,2,2,0,1,0,1,TRUE
1052,2,2,1,1,1,2,2,0,1,0,1,TRUE
1053,2,2,1,1,1,2,2,0,1,0,1,TRUE
1054,2,2,1,1,1,2,2,0,1,0,1,TRUE
1055,2,2,1,1,1,2,2,0,1,0,1,TRUE
1056,2,2,1,1,1,2,2,0,1,0,1,TRUE
1057,2,2,1,1,1,2,2,0,1,0,1,TRUE
1058,2,2,1,1,1,2,2,0,1,0,1,TRUE
1059,2,2,1,1,1,2,2,0,1,0,1,TRUE
1060,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1061,2,2,1,1,1,2,2,0,1,0,1,TRUE
1062,2,2,1,1,1,2,2,0,1,0,1,TRUE
1063,2,2,1,1,1,2,2,0,1,0,1,TRUE
1064,2,2,1,1,1,2,2,0,1,0,1,TRUE
1065,2,2,1,1,1,2,2,0,1,0,1,TRUE
1066,2,2,1,1,1,2,2,0,1,0,1,TRUE
1067,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1068,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1069,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1070,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1071,2,2,1,1,1,2,2,0,1,0,1,TRUE
1072,2,2,1,1,1,2,2,0,1,0,1,TRUE
1073,2,2,1,1,1,2,2,0,1,0,1,TRUE
1074,2,2,1,1,1,2,2,0,1,0,1,TRUE
1075,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1076,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1077,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1078,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1079,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1080,2,2,1,1,1,2,2,0,1,0,1,TRUE
1081,2,2,1,1,1,2,2,0,1,0,1,TRUE
1082,2,2,1,1,1,2,2,0,1,0,1,TRUE
1083,2,2,1,1,1,2,2,0,1,0,1,TRUE
1084,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1085,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1086,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1087,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1088,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1089,2,2,1,1,1,2,2,0,1,0,1,TRUE
1090,2,2,1,1,1,2,2,0,1,0,1,TRUE
1091,2,2,1,1,1,2,2,0,1,0,1,TRUE
1092,2,2,1,1,1,2,2,0,1,0,1,TRUE
1093,2,2,1,1,1,2,2,0,1,0,1,TRUE
1094,2,2,1,1,1,2,2,0,1,0,1,TRUE
1095,2,2,1,1,1,2,2,0,1,0,1,TRUE
1096,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1097,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1098,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1099,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1100,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1101,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1102,2,2,1,1,1,2,2,0,1,0,1,TRUE
1103,2,2,1,1,1,2,2,0,1,0,1,TRUE
1104,2,2,1,1,1,2,2,0,1,0,1,TRUE
1105,2,2,1,1,1,2,2,0,1,0,1,TRUE
1106,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1107,2,2,1,1,1,2,2,0,1,0,1,TRUE
1108,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1109,2,2,1,1,1,3,3,0,3,0,1,FALSE
1110,2,2,1,1,1,2,2,0,1,0,1,TRUE
1111,2,2,1,1,1,2,2,0,1,0,1,TRUE
1112,2,2,1,1,1,2,2,0,1,0,1,TRUE
1113,2,2,1,1,1,2,2,0,1,0,1,TRUE
1114,2,2,1,1,1,2,2,0,1,0,1,TRUE
1115,2,2,1,1,1,2,2,0,1,0,1,TRUE
1116,2,2,1,1,1,2,2,0,1,0,1,TRUE
1117,2,2,1,1,1,2,2,0,1,0,1,TRUE
1118,2,2,1,1,1,2,2,0,1,0,1,TRUE
1119,2,2,1,1,1,2,2,0,1,0,1,TRUE
1120,2,2,1,1,1,2,2,0,1,0,1,TRUE
1121,2,2,1,1,1,2,2,0,1,0,1,TRUE
1122,2,2,1,1,1,2,2,0,1,0,1,TRUE
1123,2,2,1,1,1,2,2,0,1,0,1,TRUE
1124,2,2,1,1,1,2,2,0,1,0,1,TRUE
1125,2,2,1,1,1,2,2,0,1,0,1,TRUE
1126,2,2,1,1,1,2,2,0,1,0,1,TRUE
1127,2,2,1,1,1,2,2,0,1,0,1,TRUE
1128,2,2,1,1,1,2,2,0,1,0,1,TRUE
1129,2,2,1,1,1,2,2,0,1,0,1,TRUE
1130,2,2,1,1,1,2,2,0,1,0,1,TRUE
1131,2,2,1,1,1,2,2,0,1,0,1,TRUE
1132,2,2,1,1,1,2,2,0,1,0,1,TRUE
1133,2,2,1,1,1,3,3,0,3,0,1,FALSE
1134,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1135,2,2,1,1,1,2,2,0,1,0,1,TRUE
1136,2,2,1,1,1,2,2,0,1,0,1,TRUE
1137,2,2,1,1,1,2,2,0,1,0,1,TRUE
1138,2,2,1,1,1,2,2,0,1,0,1,TRUE
1139,2,2,1,1,1,2,2,0,1,0,1,TRUE
1140,2,2,1,1,1,2,2,0,1,0,1,TRUE
1141,2,2,1,1,1,2,2,0,1,0,1,TRUE
1142,2,2,1,1,1,2,2,0,1,0,1,TRUE
1143,2,2,1,1,1,2,2,0,1,0,1,TRUE
1144,2,2,1,1,1,2,2,0,1,0,1,TRUE
1145,2,2,1,1,1,2,2,0,1,0,1,TRUE
1146,2,2,1,1,1,2,2,0,1,0,1,TRUE
1147,2,2,1,1,1,2,2,0,1,0,1,TRUE
1148,2,2,1,1,1,2,2,0,1,0,1,TRUE
1149,2,2,1,1,1,2,2,0,1,0,1,TRUE
1150,2,2,1,1,1,2,2,0,1,0,1,TRUE
1151,2,2,1,1,1,2,2,0,1,0,1,TRUE
1152,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1153,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1154,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1155,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1156,2,2,1,1,1,2,2,0,1,0,1,TRUE
1157,2,2,1,1,1,2,2,0,1,0,1,TRUE
1158,2,2,1,1,1,2,2,0,1,0,1,TRUE
1159,2,2,1,1,1,2,2,0,1,0,1,TRUE
1160,2,2,1,1,1,2,2,0,1,0,1,TRUE
1161,2,2,1,1,1,2,2,0,1,0,1,TRUE
1162,2,2,1,1,1,2,2,0,1,0,1,TRUE
1163,2,2,1,1,1,2,2,0,1,0,1,TRUE
1164,2,2,1,1,1,2,2,0,1,0,1,TRUE
1165,2,2,1,1,1,2,2,0,1,0,1,TRUE
1166,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1167,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1168,2,2,1,1,1,2,2,0,1,0,1,TRUE
1169,2,2,1,1,1,2,2,0,1,0,1,TRUE
1170,2,2,1,1,1,2,2,0,1,0,1,TRUE
1171,2,2,1,1,1,2,2,0,1,0,1,TRUE
1172,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1173,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1174,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1175,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1176,2,2,1,1,1,2,2,0,1,0,1,TRUE
1177,2,2,1,1,1,2,2,0,1,0,1,TRUE
1178,2,2,1,1,1,2,2,0,1,0,1,TRUE
1179,2,2,1,1,1,2,2,0,1,0,1,TRUE
1180,2,2,1,1,1,2,2,0,1,0,1,TRUE
1181,2,2,1,1,1,2,2,0,1,0,1,TRUE
1182,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1183,5,5,4,10,0.4,5,5,0,10,0,0.4,TRUE
1184,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1185,2,2,1,1,1,2,2,0,1,0,1,TRUE
1186,2,2,1,1,1,2,2,0,1,0,1,TRUE
1187,2,2,1,1,1,2,2,0,1,0,1,TRUE
1188,2,2,1,1,1,2,2,0,1,0,1,TRUE
1189,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1190,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1191,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1192,2,2,1,1,1,2,2,0,1,0,1,TRUE
1193,2,2,1,1,1,2,2,0,1,0,1,TRUE
1194,2,2,1,1,1,2,2,0,1,0,1,TRUE
1195,2,2,1,1,1,2,2,0,1,0,1,TRUE
1196,2,2,1,1,1,2,2,0,1,0,1,TRUE
1197,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1198,2,2,1,1,1,3,3,0,3,0,1,FALSE
1199,2,2,1,1,1,2,2,0,1,0,1,TRUE
1200,2,2,1,1,1,2,2,0,1,0,1,TRUE
1201,2,2,1,1,1,2,2,0,1,0,1,TRUE
1202,2,2,1,1,1,2,2,0,1,0,1,TRUE
1203,2,2,1,1,1,2,2,0,1,0,1,TRUE
1204,2,2,1,1,1,2,2,0,1,0,1,TRUE
1205,2,2,1,1,1,2,2,0,1,0,1,TRUE
1206,2,2,1,1,1,2,2,0,1,0,1,TRUE
1207,2,2,1,1,1,2,2,0,1,0,1,TRUE
1208,2,2,1,1,1,2,2,0,1,0,1,TRUE
1209,2,2,1,1,1,2,2,0,1,0,1,TRUE
1210,2,2,1,1,1,2,2,0,1,0,1,TRUE
1211,2,2,1,1,1,2,2,0,1,0,1,TRUE
1212,2,2,1,1,1,2,2,0,1,0,1,TRUE
1213,2,2,1,1,1,2,2,0,1,0,1,TRUE
1214,2,2,1,1,1,2,2,0,1,0,1,TRUE
1215,2,2,1,1,1,2,2,0,1,0,1,TRUE
1216,2,2,1,1,1,2,2,0,1,0,1,TRUE
1217,2,2,1,1,1,2,2,0,1,0,1,TRUE
1218,2,2,1,1,1,2,2,0,1,0,1,TRUE
1219,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1220,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1221,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1222,2,2,1,1,1,2,2,0,1,0,1,TRUE
1223,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1224,2,2,1,1,1,3,3,0,3,0,1,FALSE
1225,2,2,1,1,1,2,2,0,1,0,1,TRUE
1226,2,2,1,1,1,2,2,0,1,0,1,TRUE
1227,2,2,1,1,1,2,2,0,1,0,1,TRUE
1228,2,2,1,1,1,2,2,0,1,0,1,TRUE
1229,2,2,1,1,1,2,2,0,1,0,1,TRUE
1230,2,2,1,1,1,2,2,0,1,0,1,TRUE
1231,2,2,1,1,1,2,2,0,1,0,1,TRUE
1232,2,2,1,1,1,2,2,0,1,0,1,TRUE
1233,2,2,1,1,1,2,2,0,1,0,1,TRUE
1234,2,2,1,1,1,2,2,0,1,0,1,TRUE
1235,2,2,1,1,1,2,2,0,1,0,1,TRUE
1236,2,2,1,1,1,2,2,0,1,0,1,TRUE
1237,2,2,1,1,1,2,2,0,1,0,1,TRUE
1238,2,2,1,1,1,2,2,0,1,0,1,TRUE
1239,2,2,1,1,1,2,2,0,1,0,1,TRUE
1240,2,2,1,1,1,2,2,0,1,0,1,TRUE
1241,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1242,2,2,1,1,1,2,2,0,1,0,1,TRUE
1243,2,2,1,1,1,2,2,0,1,0,1,TRUE
1244,2,2,1,1,1,2,2,0,1,0,1,TRUE
1245,2,2,1,1,1,2,2,0,1,0,1,TRUE
1246,2,2,1,1,1,2,2,0,1,0,1,TRUE
1247,2,2,1,1,1,2,2,0,1,0,1,TRUE
1248,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1249,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1250,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1251,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1252,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1253,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1254,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1255,2,2,1,1,1,2,2,0,1,0,1,TRUE
1256,2,2,1,1,1,2,2,0,1,0,1,TRUE
1257,2,2,1,1,1,2,2,0,1,0,1,TRUE
1258,2,2,1,1,1,3,3,0,3,0,1,FALSE
1259,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1260,2,2,1,1,1,2,2,0,1,0,1,TRUE
1261,2,2,1,1,1,2,2,0,1,0,1,TRUE
1262,2,2,1,1,1,2,2,0,1,0,1,TRUE
1263,2,2,1,1,1,2,2,0,1,0,1,TRUE
1264,2,2,1,1,1,2,2,0,1,0,1,TRUE
1265,2,2,1,1,1,2,2,0,1,0,1,TRUE
1266,2,2,1,1,1,2,2,0,1,0,1,TRUE
1267,2,2,1,1,1,2,2,0,1,0,1,TRUE
1268,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1269,2,2,1,1,1,2,2,0,1,0,1,TRUE
1270,2,2,1,1,1,2,2,0,1,0,1,TRUE
1271,2,2,1,1,1,2,2,0,1,0,1,TRUE
1272,2,2,1,1,1,2,2,0,1,0,1,TRUE
1273,2,2,1,1,1,2,2,0,1,0,1,TRUE
1274,2,2,1,1,1,2,2,0,1,0,1,TRUE
1275,2,2,1,1,1,2,2,0,1,0,1,TRUE
1276,2,2,1,1,1,2,2,0,1,0,1,TRUE
1277,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1278,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1279,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1280,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1281,2,2,1,1,1,2,2,0,1,0,1,TRUE
1282,2,2,1,1,1,2,2,0,1,0,1,TRUE
1283,2,2,1,1,1,2,2,0,1,0,1,TRUE
1284,2,2,1,1,1,2,2,0,1,0,1,TRUE
1285,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1286,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1287,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1288,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1289,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1290,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1291,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1292,2,2,1,1,1,2,2,0,1,0,1,TRUE
1293,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1294,2,2,1,1,1,2,2,0,1,0,1,TRUE
1295,2,2,1,1,1,2,2,0,1,0,1,TRUE
1296,2,2,1,1,1,2,2,0,1,0,1,TRUE
1297,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1298,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1299,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1300,2,2,1,1,1,2,2,0,1,0,1,TRUE
1301,2,2,1,1,1,2,2,0,1,0,1,TRUE
1302,2,2,1,1,1,2,2,0,1,0,1,TRUE
1303,2,2,1,1,1,2,2,0,1,0,1,TRUE
1304,2,2,1,1,1,2,2,0,1,0,1,TRUE
1305,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1306,2,2,1,1,1,3,3,0,3,0,1,FALSE
1307,2,2,1,1,1,2,2,0,1,0,1,TRUE
1308,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1309,2,2,1,1,1,3,3,0,3,0,1,FALSE
1310,2,2,1,1,1,2,2,0,1,0,1,TRUE
1311,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1312,2,2,1,1,1,3,3,0,3,0,1,FALSE
1313,2,2,1,1,1,2,2,0,1,0,1,TRUE
1314,2,2,1,1,1,2,2,0,1,0,1,TRUE
1315,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1316,5,5,4,10,0.4,5,5,0,10,0,0.4,TRUE
1317,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1318,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1319,2,2,1,1,1,2,2,0,1,0,1,TRUE
1320,2,2,1,1,1,2,2,0,1,0,1,TRUE
1321,2,2,1,1,1,2,2,0,1,0,1,TRUE
1322,2,2,1,1,1,2,2,0,1,0,1,TRUE
1323,2,2,1,1,1,2,2,0,1,0,1,TRUE
1324,2,2,1,1,1,2,2,0,1,0,1,TRUE
1325,2,2,1,1,1,2,2,0,1,0,1,TRUE
1326,2,2,1,1,1,2,2,0,1,0,1,TRUE
1327,2,2,1,1,1,2,2,0,1,0,1,TRUE
1328,2,2,1,1,1,2,2,0,1,0,1,TRUE
1329,2,2,1,1,1,2,2,0,1,0,1,TRUE
1330,2,2,1,1,1,2,2,0,1,0,1,TRUE
1331,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1332,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1333,2,2,1,1,1,2,2,0,1,0,1,TRUE
1334,2,2,1,1,1,2,2,0,1,0,1,TRUE
1335,2,2,1,1,1,2,2,0,1,0,1,TRUE
1336,2,2,1,1,1,2,2,0,1,0,1,TRUE
1337,2,2,1,1,1,2,2,0,1,0,1,TRUE
1338,2,2,1,1,1,2,2,0,1,0,1,TRUE
1339,2,2,1,1,1,2,2,0,1,0,1,TRUE
1340,7,7,6,21,0.285714285714286,7,7,0,21,0,0.285714285714286,TRUE
1341,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1342,9,9,8,36,0.222222222222222,9,9,0,36,0,0.222222222222222,TRUE
1343,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1344,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1345,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1346,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1347,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1348,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1349,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1350,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1351,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1352,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1353,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1354,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1355,2,2,1,1,1,2,2,0,1,0,1,TRUE
1356,2,2,1,1,1,2,2,0,1,0,1,TRUE
1357,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1358,2,2,1,1,1,2,2,0,1,0,1,TRUE
1359,2,2,1,1,1,2,2,0,1,0,1,TRUE
1360,2,2,1,1,1,2,2,0,1,0,1,TRUE
1361,2,2,1,1,1,2,2,0,1,0,1,TRUE
1362,2,2,1,1,1,2,2,0,1,0,1,TRUE
1363,2,2,1,1,1,2,2,0,1,0,1,TRUE
1364,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1365,2,2,1,1,1,2,2,0,1,0,1,TRUE
1366,2,2,1,1,1,2,2,0,1,0,1,TRUE
1367,2,2,1,1,1,2,2,0,1,0,1,TRUE
1368,2,2,1,1,1,2,2,0,1,0,1,TRUE
1369,2,2,1,1,1,2,2,0,1,0,1,TRUE
1370,2,2,1,1,1,2,2,0,1,0,1,TRUE
1371,2,2,1,1,1,2,2,0,1,0,1,TRUE
1372,2,2,1,1,1,2,2,0,1,0,1,TRUE
1373,2,2,1,1,1,2,2,0,1,0,1,TRUE
1374,2,2,1,1,1,2,2,0,1,0,1,TRUE
1375,2,2,1,1,1,2,2,0,1,0,1,TRUE
1376,2,2,1,1,1,2,2,0,1,0,1,TRUE
1377,2,2,1,1,1,2,2,0,1,0,1,TRUE
1378,2,2,1,1,1,2,2,0,1,0,1,TRUE
1379,2,2,1,1,1,2,2,0,1,0,1,TRUE
1380,2,2,1,1,1,2,2,0,1,0,1,TRUE
1381,2,2,1,1,1,2,2,0,1,0,1,TRUE
1382,2,2,1,1,1,2,2,0,1,0,1,TRUE
1383,2,2,1,1,1,2,2,0,1,0,1,TRUE
1384,2,2,1,1,1,3,3,0,3,0,1,FALSE
1385,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1386,2,2,1,1,1,2,2,0,1,0,1,TRUE
1387,2,2,1,1,1,2,2,0,1,0,1,TRUE
1388,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1389,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1390,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1391,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1392,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1393,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1394,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1395,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1396,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1397,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1398,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1399,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1400,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1401,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1402,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1403,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1404,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1405,2,2,1,1,1,2,2,0,1,0,1,TRUE
1406,2,2,1,1,1,3,3,0,3,0,1,FALSE
1407,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1408,2,2,1,1,1,2,2,0,1,0,1,TRUE
1409,2,2,1,1,1,2,2,0,1,0,1,TRUE
1410,2,2,1,1,1,2,2,0,1,0,1,TRUE
1411,2,2,1,1,1,2,2,0,1,0,1,TRUE
1412,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1413,2,2,1,1,1,4,4,0,6,0,1,FALSE
1414,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1415,4,4,3,6,0.5,2,2,0,1,0,0.5,FALSE
1416,2,2,1,1,1,2,2,0,1,0,1,TRUE
1417,2,2,1,1,1,2,2,0,1,0,1,TRUE
1418,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1419,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1420,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1421,5,5,4,10,0.4,5,5,0,10,0,0.4,TRUE
1422,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1423,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1424,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1425,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1426,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1427,2,2,1,1,1,2,2,0,1,0,1,TRUE
1428,2,2,1,1,1,2,2,0,1,0,1,TRUE
1429,2,2,1,1,1,2,2,0,1,0,1,TRUE
1430,2,2,1,1,1,2,2,0,1,0,1,TRUE
1431,2,2,1,1,1,2,2,0,1,0,1,TRUE
1432,2,2,1,1,1,2,2,0,1,0,1,TRUE
1433,2,2,1,1,1,2,2,0,1,0,1,TRUE
1434,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1435,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1436,2,2,1,1,1,2,2,0,1,0,1,TRUE
1437,2,2,1,1,1,2,2,0,1,0,1,TRUE
1438,2,2,1,1,1,2,2,0,1,0,1,TRUE
1439,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
