community_id,n_nodes_fixed,n_vertices_fixed,n_edges_fixed,max_edges_fixed,density_fixed,n_nodes_orig,n_vertices_orig,n_edges_orig,max_edges_orig,density_orig,density_diff,n_nodes_match
1440,2,2,1,1,1,2,2,0,1,0,1,TRUE
1441,2,2,1,1,1,2,2,0,1,0,1,TRUE
1442,2,2,1,1,1,2,2,0,1,0,1,TRUE
1443,2,2,1,1,1,2,2,0,1,0,1,TRUE
1444,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1445,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1446,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1447,2,2,1,1,1,2,2,0,1,0,1,TRUE
1448,2,2,1,1,1,3,3,0,3,0,1,FALSE
1449,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1450,2,2,1,1,1,2,2,0,1,0,1,TRUE
1451,2,2,1,1,1,2,2,0,1,0,1,TRUE
1452,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1453,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1454,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1455,2,2,1,1,1,2,2,0,1,0,1,TRUE
1456,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1457,2,2,1,1,1,3,3,0,3,0,1,FALSE
1458,2,2,1,1,1,2,2,0,1,0,1,TRUE
1459,2,2,1,1,1,2,2,0,1,0,1,TRUE
1460,2,2,1,1,1,2,2,0,1,0,1,TRUE
1461,2,2,1,1,1,2,2,0,1,0,1,TRUE
1462,2,2,1,1,1,2,2,0,1,0,1,TRUE
1463,2,2,1,1,1,2,2,0,1,0,1,TRUE
1464,2,2,1,1,1,2,2,0,1,0,1,TRUE
1465,2,2,1,1,1,2,2,0,1,0,1,TRUE
1466,2,2,1,1,1,2,2,0,1,0,1,TRUE
1467,2,2,1,1,1,2,2,0,1,0,1,TRUE
1468,2,2,1,1,1,2,2,0,1,0,1,TRUE
1469,2,2,1,1,1,2,2,0,1,0,1,TRUE
1470,2,2,1,1,1,2,2,0,1,0,1,TRUE
1471,2,2,1,1,1,2,2,0,1,0,1,TRUE
1472,2,2,1,1,1,2,2,0,1,0,1,TRUE
1473,2,2,1,1,1,2,2,0,1,0,1,TRUE
1474,2,2,1,1,1,2,2,0,1,0,1,TRUE
1475,2,2,1,1,1,2,2,0,1,0,1,TRUE
1476,2,2,1,1,1,2,2,0,1,0,1,TRUE
1477,2,2,1,1,1,2,2,0,1,0,1,TRUE
1478,2,2,1,1,1,2,2,0,1,0,1,TRUE
1479,2,2,1,1,1,2,2,0,1,0,1,TRUE
1480,2,2,1,1,1,2,2,0,1,0,1,TRUE
1481,2,2,1,1,1,2,2,0,1,0,1,TRUE
1482,2,2,1,1,1,2,2,0,1,0,1,TRUE
1483,2,2,1,1,1,2,2,0,1,0,1,TRUE
1484,2,2,1,1,1,2,2,0,1,0,1,TRUE
1485,2,2,1,1,1,2,2,0,1,0,1,TRUE
1486,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1487,2,2,1,1,1,2,2,0,1,0,1,TRUE
1488,2,2,1,1,1,2,2,0,1,0,1,TRUE
1489,2,2,1,1,1,2,2,0,1,0,1,TRUE
1490,2,2,1,1,1,2,2,0,1,0,1,TRUE
1491,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1492,2,2,1,1,1,2,2,0,1,0,1,TRUE
1493,2,2,1,1,1,2,2,0,1,0,1,TRUE
1494,2,2,1,1,1,2,2,0,1,0,1,TRUE
1495,2,2,1,1,1,2,2,0,1,0,1,TRUE
1496,2,2,1,1,1,2,2,0,1,0,1,TRUE
1497,2,2,1,1,1,2,2,0,1,0,1,TRUE
1498,2,2,1,1,1,2,2,0,1,0,1,TRUE
1499,2,2,1,1,1,2,2,0,1,0,1,TRUE
1500,2,2,1,1,1,2,2,0,1,0,1,TRUE
1501,2,2,1,1,1,3,3,0,3,0,1,FALSE
1502,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1503,2,2,1,1,1,2,2,0,1,0,1,TRUE
1504,2,2,1,1,1,3,3,0,3,0,1,FALSE
1505,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1506,2,2,1,1,1,2,2,0,1,0,1,TRUE
1507,2,2,1,1,1,2,2,0,1,0,1,TRUE
1508,2,2,1,1,1,2,2,0,1,0,1,TRUE
1509,2,2,1,1,1,2,2,0,1,0,1,TRUE
1510,2,2,1,1,1,2,2,0,1,0,1,TRUE
1511,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1512,2,2,1,1,1,2,2,0,1,0,1,TRUE
1513,2,2,1,1,1,2,2,0,1,0,1,TRUE
1514,2,2,1,1,1,2,2,0,1,0,1,TRUE
1515,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1516,2,2,1,1,1,3,3,0,3,0,1,FALSE
1517,2,2,1,1,1,2,2,0,1,0,1,TRUE
1518,2,2,1,1,1,3,3,0,3,0,1,FALSE
1519,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1520,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1521,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1522,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1523,2,2,1,1,1,2,2,0,1,0,1,TRUE
1524,2,2,1,1,1,2,2,0,1,0,1,TRUE
1525,2,2,1,1,1,2,2,0,1,0,1,TRUE
1526,2,2,1,1,1,2,2,0,1,0,1,TRUE
1527,2,2,1,1,1,2,2,0,1,0,1,TRUE
1528,2,2,1,1,1,2,2,0,1,0,1,TRUE
1529,2,2,1,1,1,2,2,0,1,0,1,TRUE
1530,2,2,1,1,1,3,3,0,3,0,1,FALSE
1531,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1532,2,2,1,1,1,2,2,0,1,0,1,TRUE
1533,2,2,1,1,1,2,2,0,1,0,1,TRUE
1534,2,2,1,1,1,2,2,0,1,0,1,TRUE
1535,2,2,1,1,1,2,2,0,1,0,1,TRUE
1536,2,2,1,1,1,2,2,0,1,0,1,TRUE
1537,2,2,1,1,1,2,2,0,1,0,1,TRUE
1538,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1539,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1540,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1541,2,2,1,1,1,2,2,0,1,0,1,TRUE
1542,2,2,1,1,1,2,2,0,1,0,1,TRUE
1543,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1544,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1545,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1546,2,2,1,1,1,2,2,0,1,0,1,TRUE
1547,2,2,1,1,1,2,2,0,1,0,1,TRUE
1548,2,2,1,1,1,2,2,0,1,0,1,TRUE
1549,2,2,1,1,1,2,2,0,1,0,1,TRUE
1550,2,2,1,1,1,2,2,0,1,0,1,TRUE
1551,2,2,1,1,1,2,2,0,1,0,1,TRUE
1552,2,2,1,1,1,2,2,0,1,0,1,TRUE
1553,2,2,1,1,1,2,2,0,1,0,1,TRUE
1554,2,2,1,1,1,2,2,0,1,0,1,TRUE
1555,2,2,1,1,1,2,2,0,1,0,1,TRUE
1556,2,2,1,1,1,2,2,0,1,0,1,TRUE
1557,2,2,1,1,1,2,2,0,1,0,1,TRUE
1558,2,2,1,1,1,2,2,0,1,0,1,TRUE
1559,2,2,1,1,1,2,2,0,1,0,1,TRUE
1560,2,2,1,1,1,2,2,0,1,0,1,TRUE
1561,2,2,1,1,1,2,2,0,1,0,1,TRUE
1562,2,2,1,1,1,2,2,0,1,0,1,TRUE
1563,2,2,1,1,1,2,2,0,1,0,1,TRUE
1564,2,2,1,1,1,2,2,0,1,0,1,TRUE
1565,2,2,1,1,1,2,2,0,1,0,1,TRUE
1566,2,2,1,1,1,2,2,0,1,0,1,TRUE
1567,2,2,1,1,1,2,2,0,1,0,1,TRUE
1568,2,2,1,1,1,2,2,0,1,0,1,TRUE
1569,2,2,1,1,1,2,2,0,1,0,1,TRUE
1570,2,2,1,1,1,2,2,0,1,0,1,TRUE
1571,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1572,2,2,1,1,1,2,2,0,1,0,1,TRUE
1573,2,2,1,1,1,2,2,0,1,0,1,TRUE
1574,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1575,2,2,1,1,1,2,2,0,1,0,1,TRUE
1576,2,2,1,1,1,2,2,0,1,0,1,TRUE
1577,2,2,1,1,1,2,2,0,1,0,1,TRUE
1578,2,2,1,1,1,2,2,0,1,0,1,TRUE
1579,2,2,1,1,1,2,2,0,1,0,1,TRUE
1580,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1581,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1582,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1583,2,2,1,1,1,2,2,0,1,0,1,TRUE
1584,2,2,1,1,1,2,2,0,1,0,1,TRUE
1585,2,2,1,1,1,2,2,0,1,0,1,TRUE
1586,2,2,1,1,1,2,2,0,1,0,1,TRUE
1587,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1588,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1589,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1590,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1591,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1592,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1593,2,2,1,1,1,2,2,0,1,0,1,TRUE
1594,2,2,1,1,1,2,2,0,1,0,1,TRUE
1595,2,2,1,1,1,2,2,0,1,0,1,TRUE
1596,2,2,1,1,1,2,2,0,1,0,1,TRUE
1597,2,2,1,1,1,2,2,0,1,0,1,TRUE
1598,2,2,1,1,1,2,2,0,1,0,1,TRUE
1599,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1600,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1601,2,2,1,1,1,2,2,0,1,0,1,TRUE
1602,2,2,1,1,1,2,2,0,1,0,1,TRUE
1603,2,2,1,1,1,2,2,0,1,0,1,TRUE
1604,2,2,1,1,1,2,2,0,1,0,1,TRUE
1605,2,2,1,1,1,2,2,0,1,0,1,TRUE
1606,2,2,1,1,1,2,2,0,1,0,1,TRUE
1607,2,2,1,1,1,2,2,0,1,0,1,TRUE
1608,2,2,1,1,1,2,2,0,1,0,1,TRUE
1609,2,2,1,1,1,2,2,0,1,0,1,TRUE
1610,2,2,1,1,1,2,2,0,1,0,1,TRUE
1611,2,2,1,1,1,2,2,0,1,0,1,TRUE
1612,2,2,1,1,1,2,2,0,1,0,1,TRUE
1613,2,2,1,1,1,2,2,0,1,0,1,TRUE
1614,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1615,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1616,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1617,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1618,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1619,2,2,1,1,1,2,2,0,1,0,1,TRUE
1620,2,2,1,1,1,2,2,0,1,0,1,TRUE
1621,2,2,1,1,1,2,2,0,1,0,1,TRUE
1622,2,2,1,1,1,2,2,0,1,0,1,TRUE
1623,2,2,1,1,1,2,2,0,1,0,1,TRUE
1624,2,2,1,1,1,2,2,0,1,0,1,TRUE
1625,2,2,1,1,1,2,2,0,1,0,1,TRUE
1626,2,2,1,1,1,2,2,0,1,0,1,TRUE
1627,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1628,2,2,1,1,1,2,2,0,1,0,1,TRUE
1629,2,2,1,1,1,2,2,0,1,0,1,TRUE
1630,2,2,1,1,1,2,2,0,1,0,1,TRUE
1631,2,2,1,1,1,2,2,0,1,0,1,TRUE
1632,2,2,1,1,1,2,2,0,1,0,1,TRUE
1633,2,2,1,1,1,2,2,0,1,0,1,TRUE
1634,2,2,1,1,1,2,2,0,1,0,1,TRUE
1635,2,2,1,1,1,2,2,0,1,0,1,TRUE
1636,2,2,1,1,1,2,2,0,1,0,1,TRUE
1637,2,2,1,1,1,2,2,0,1,0,1,TRUE
1638,2,2,1,1,1,2,2,0,1,0,1,TRUE
1639,2,2,1,1,1,2,2,0,1,0,1,TRUE
1640,2,2,1,1,1,2,2,0,1,0,1,TRUE
1641,2,2,1,1,1,2,2,0,1,0,1,TRUE
1642,2,2,1,1,1,2,2,0,1,0,1,TRUE
1643,2,2,1,1,1,2,2,0,1,0,1,TRUE
1644,2,2,1,1,1,2,2,0,1,0,1,TRUE
1645,2,2,1,1,1,2,2,0,1,0,1,TRUE
1646,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1647,2,2,1,1,1,2,2,0,1,0,1,TRUE
1648,2,2,1,1,1,2,2,0,1,0,1,TRUE
1649,2,2,1,1,1,2,2,0,1,0,1,TRUE
1650,2,2,1,1,1,2,2,0,1,0,1,TRUE
1651,2,2,1,1,1,2,2,0,1,0,1,TRUE
1652,2,2,1,1,1,2,2,0,1,0,1,TRUE
1653,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1654,2,2,1,1,1,2,2,0,1,0,1,TRUE
1655,2,2,1,1,1,2,2,0,1,0,1,TRUE
1656,2,2,1,1,1,2,2,0,1,0,1,TRUE
1657,2,2,1,1,1,2,2,0,1,0,1,TRUE
1658,2,2,1,1,1,2,2,0,1,0,1,TRUE
1659,2,2,1,1,1,2,2,0,1,0,1,TRUE
1660,2,2,1,1,1,2,2,0,1,0,1,TRUE
1661,2,2,1,1,1,2,2,0,1,0,1,TRUE
1662,13,13,12,78,0.153846153846154,13,13,0,78,0,0.153846153846154,TRUE
1663,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1664,5,5,4,10,0.4,5,5,0,10,0,0.4,TRUE
1665,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1666,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1667,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1668,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1669,27,27,26,351,0.0740740740740741,27,27,0,351,0,0.0740740740740741,TRUE
1670,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1671,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1672,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1673,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1674,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1675,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1676,5,5,4,10,0.4,5,5,0,10,0,0.4,TRUE
1677,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1678,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1679,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1680,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1681,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1682,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1683,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1684,2,2,1,1,1,2,2,0,1,0,1,TRUE
1685,2,2,1,1,1,2,2,0,1,0,1,TRUE
1686,2,2,1,1,1,2,2,0,1,0,1,TRUE
1687,2,2,1,1,1,2,2,0,1,0,1,TRUE
1688,2,2,1,1,1,2,2,0,1,0,1,TRUE
1689,2,2,1,1,1,2,2,0,1,0,1,TRUE
1690,2,2,1,1,1,2,2,0,1,0,1,TRUE
1691,2,2,1,1,1,2,2,0,1,0,1,TRUE
1692,2,2,1,1,1,2,2,0,1,0,1,TRUE
1693,2,2,1,1,1,2,2,0,1,0,1,TRUE
1694,2,2,1,1,1,2,2,0,1,0,1,TRUE
1695,2,2,1,1,1,2,2,0,1,0,1,TRUE
1696,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1697,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1698,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1699,2,2,1,1,1,2,2,0,1,0,1,TRUE
1700,2,2,1,1,1,2,2,0,1,0,1,TRUE
1701,2,2,1,1,1,2,2,0,1,0,1,TRUE
1702,2,2,1,1,1,2,2,0,1,0,1,TRUE
1703,2,2,1,1,1,2,2,0,1,0,1,TRUE
1704,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1705,2,2,1,1,1,3,3,0,3,0,1,FALSE
1706,2,2,1,1,1,2,2,0,1,0,1,TRUE
1707,2,2,1,1,1,2,2,0,1,0,1,TRUE
1708,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1709,2,2,1,1,1,2,2,0,1,0,1,TRUE
1710,2,2,1,1,1,2,2,0,1,0,1,TRUE
1711,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1712,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1713,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1714,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1715,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1716,2,2,1,1,1,2,2,0,1,0,1,TRUE
1717,2,2,1,1,1,2,2,0,1,0,1,TRUE
1718,2,2,1,1,1,2,2,0,1,0,1,TRUE
1719,2,2,1,1,1,2,2,0,1,0,1,TRUE
1720,2,2,1,1,1,2,2,0,1,0,1,TRUE
1721,2,2,1,1,1,2,2,0,1,0,1,TRUE
1722,2,2,1,1,1,2,2,0,1,0,1,TRUE
1723,2,2,1,1,1,2,2,0,1,0,1,TRUE
1724,2,2,1,1,1,2,2,0,1,0,1,TRUE
1725,2,2,1,1,1,2,2,0,1,0,1,TRUE
1726,2,2,1,1,1,2,2,0,1,0,1,TRUE
1727,2,2,1,1,1,2,2,0,1,0,1,TRUE
1728,2,2,1,1,1,2,2,0,1,0,1,TRUE
1729,2,2,1,1,1,2,2,0,1,0,1,TRUE
1730,2,2,1,1,1,2,2,0,1,0,1,TRUE
1731,2,2,1,1,1,2,2,0,1,0,1,TRUE
1732,2,2,1,1,1,2,2,0,1,0,1,TRUE
1733,2,2,1,1,1,2,2,0,1,0,1,TRUE
1734,2,2,1,1,1,2,2,0,1,0,1,TRUE
1735,2,2,1,1,1,2,2,0,1,0,1,TRUE
1736,4,4,3,6,0.5,4,4,0,6,0,0.5,TRUE
1737,3,3,2,3,0.666666666666667,5,5,0,10,0,0.666666666666667,FALSE
1738,2,2,1,1,1,3,3,0,3,0,1,FALSE
1739,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1740,2,2,1,1,1,2,2,0,1,0,1,TRUE
1741,2,2,1,1,1,3,3,0,3,0,1,FALSE
1742,3,3,2,3,0.666666666666667,4,4,0,6,0,0.666666666666667,FALSE
1743,4,4,3,6,0.5,3,3,0,3,0,0.5,FALSE
1744,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1745,2,2,1,1,1,2,2,0,1,0,1,TRUE
1746,2,2,1,1,1,2,2,0,1,0,1,TRUE
1747,2,2,1,1,1,2,2,0,1,0,1,TRUE
1748,2,2,1,1,1,2,2,0,1,0,1,TRUE
1749,2,2,1,1,1,2,2,0,1,0,1,TRUE
1750,2,2,1,1,1,2,2,0,1,0,1,TRUE
1751,2,2,1,1,1,2,2,0,1,0,1,TRUE
1752,2,2,1,1,1,2,2,0,1,0,1,TRUE
1753,2,2,1,1,1,2,2,0,1,0,1,TRUE
1754,2,2,1,1,1,2,2,0,1,0,1,TRUE
1755,2,2,1,1,1,2,2,0,1,0,1,TRUE
1756,2,2,1,1,1,2,2,0,1,0,1,TRUE
1757,2,2,1,1,1,3,3,0,3,0,1,FALSE
1758,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1759,2,2,1,1,1,2,2,0,1,0,1,TRUE
1760,2,2,1,1,1,2,2,0,1,0,1,TRUE
1761,2,2,1,1,1,2,2,0,1,0,1,TRUE
1762,2,2,1,1,1,2,2,0,1,0,1,TRUE
1763,2,2,1,1,1,2,2,0,1,0,1,TRUE
1764,2,2,1,1,1,2,2,0,1,0,1,TRUE
1765,2,2,1,1,1,2,2,0,1,0,1,TRUE
1766,2,2,1,1,1,2,2,0,1,0,1,TRUE
1767,2,2,1,1,1,2,2,0,1,0,1,TRUE
1768,2,2,1,1,1,2,2,0,1,0,1,TRUE
1769,2,2,1,1,1,2,2,0,1,0,1,TRUE
1770,2,2,1,1,1,2,2,0,1,0,1,TRUE
1771,2,2,1,1,1,2,2,0,1,0,1,TRUE
1772,2,2,1,1,1,2,2,0,1,0,1,TRUE
1773,2,2,1,1,1,2,2,0,1,0,1,TRUE
1774,2,2,1,1,1,2,2,0,1,0,1,TRUE
1775,2,2,1,1,1,2,2,0,1,0,1,TRUE
1776,2,2,1,1,1,2,2,0,1,0,1,TRUE
1777,2,2,1,1,1,2,2,0,1,0,1,TRUE
1778,2,2,1,1,1,2,2,0,1,0,1,TRUE
1779,2,2,1,1,1,2,2,0,1,0,1,TRUE
1780,2,2,1,1,1,2,2,0,1,0,1,TRUE
1781,2,2,1,1,1,2,2,0,1,0,1,TRUE
1782,2,2,1,1,1,2,2,0,1,0,1,TRUE
1783,2,2,1,1,1,4,4,0,6,0,1,FALSE
1784,4,4,3,6,0.5,3,3,0,3,0,0.5,FALSE
1785,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1786,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1787,2,2,1,1,1,2,2,0,1,0,1,TRUE
1788,2,2,1,1,1,2,2,0,1,0,1,TRUE
1789,2,2,1,1,1,2,2,0,1,0,1,TRUE
1790,2,2,1,1,1,2,2,0,1,0,1,TRUE
1791,2,2,1,1,1,2,2,0,1,0,1,TRUE
1792,2,2,1,1,1,2,2,0,1,0,1,TRUE
1793,2,2,1,1,1,2,2,0,1,0,1,TRUE
1794,2,2,1,1,1,4,4,0,6,0,1,FALSE
1795,4,4,3,6,0.5,3,3,0,3,0,0.5,FALSE
1796,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1797,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1798,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1799,2,2,1,1,1,2,2,0,1,0,1,TRUE
1800,2,2,1,1,1,4,4,0,6,0,1,FALSE
1801,4,4,3,6,0.5,3,3,0,3,0,0.5,FALSE
1802,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1803,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1804,2,2,1,1,1,2,2,0,1,0,1,TRUE
1805,2,2,1,1,1,2,2,0,1,0,1,TRUE
1806,2,2,1,1,1,2,2,0,1,0,1,TRUE
1807,2,2,1,1,1,2,2,0,1,0,1,TRUE
1808,2,2,1,1,1,2,2,0,1,0,1,TRUE
1809,2,2,1,1,1,4,4,0,6,0,1,FALSE
1810,4,4,3,6,0.5,3,3,0,3,0,0.5,FALSE
1811,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1812,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1813,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1814,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1815,2,2,1,1,1,2,2,0,1,0,1,TRUE
1816,2,2,1,1,1,2,2,0,1,0,1,TRUE
1817,2,2,1,1,1,2,2,0,1,0,1,TRUE
1818,2,2,1,1,1,2,2,0,1,0,1,TRUE
1819,2,2,1,1,1,2,2,0,1,0,1,TRUE
1820,2,2,1,1,1,4,4,0,6,0,1,FALSE
1821,4,4,3,6,0.5,3,3,0,3,0,0.5,FALSE
1822,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1823,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1824,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1825,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1826,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1827,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1828,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1829,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1830,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1831,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1832,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1833,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1834,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1835,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1836,2,2,1,1,1,2,2,0,1,0,1,TRUE
1837,2,2,1,1,1,2,2,0,1,0,1,TRUE
1838,2,2,1,1,1,2,2,0,1,0,1,TRUE
1839,2,2,1,1,1,2,2,0,1,0,1,TRUE
1840,2,2,1,1,1,2,2,0,1,0,1,TRUE
1841,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1842,2,2,1,1,1,2,2,0,1,0,1,TRUE
1843,2,2,1,1,1,2,2,0,1,0,1,TRUE
1844,2,2,1,1,1,3,3,0,3,0,1,FALSE
1845,3,3,2,3,0.666666666666667,2,2,0,1,0,0.666666666666667,FALSE
1846,2,2,1,1,1,2,2,0,1,0,1,TRUE
1847,2,2,1,1,1,2,2,0,1,0,1,TRUE
1848,2,2,1,1,1,2,2,0,1,0,1,TRUE
1849,2,2,1,1,1,3,3,0,3,0,1,FALSE
1850,3,3,2,3,0.666666666666667,4,4,0,6,0,0.666666666666667,FALSE
1851,4,4,3,6,0.5,3,3,0,3,0,0.5,FALSE
1852,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1853,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1854,3,3,2,3,0.666666666666667,5,5,0,10,0,0.666666666666667,FALSE
1855,5,5,4,10,0.4,5,5,0,10,0,0.4,TRUE
1856,5,5,4,10,0.4,3,3,0,3,0,0.4,FALSE
1857,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
1858,3,3,2,3,0.666666666666667,3,3,0,3,0,0.666666666666667,TRUE
