community_id,n_nodes_fixed,n_vertices_fixed,n_edges_fixed,mean_degree_fixed,median_degree_fixed,max_degree_fixed,min_degree_fixed,n_nodes_orig,n_vertices_orig,n_edges_orig,mean_degree_orig,median_degree_orig,max_degree_orig,min_degree_orig,degree_diff
1599,4,4,3,1.5,1.5,2,1,4,4,0,0,0,0,0,1.5
1600,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1601,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1602,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1603,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1604,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1605,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1606,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1607,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1608,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1609,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1610,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1611,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1612,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1613,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1614,4,4,3,1.5,1.5,2,1,4,4,0,0,0,0,0,1.5
1615,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1616,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1617,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1618,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1619,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1620,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1621,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1622,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1623,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1624,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1625,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1626,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1627,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1628,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1629,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1630,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1631,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1632,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1633,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1634,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1635,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1636,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1637,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1638,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1639,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1640,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1641,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1642,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1643,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1644,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1645,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1646,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1647,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1648,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1649,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1650,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1651,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1652,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1653,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1654,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1655,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1656,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1657,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1658,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1659,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1660,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1661,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1662,13,13,12,1.84615384615385,2,4,1,13,13,0,0,0,0,0,1.84615384615385
1663,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1664,5,5,4,1.6,2,2,1,5,5,0,0,0,0,0,1.6
1665,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1666,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1667,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1668,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1669,27,27,26,1.92592592592593,2,13,1,27,27,0,0,0,0,0,1.92592592592593
1670,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1671,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1672,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1673,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1674,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1675,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1676,5,5,4,1.6,2,2,1,5,5,0,0,0,0,0,1.6
1677,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1678,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1679,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1680,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1681,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1682,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1683,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1684,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1685,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1686,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1687,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1688,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1689,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1690,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1691,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1692,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1693,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1694,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1695,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1696,4,4,3,1.5,1.5,2,1,4,4,0,0,0,0,0,1.5
1697,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1698,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1699,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1700,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1701,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1702,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1703,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1704,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1705,2,2,1,1,1,1,1,3,3,0,0,0,0,0,1
1706,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1707,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1708,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1709,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1710,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1711,4,4,3,1.5,1.5,2,1,4,4,0,0,0,0,0,1.5
1712,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1713,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1714,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1715,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1716,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1717,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1718,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1719,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1720,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1721,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1722,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1723,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1724,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1725,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1726,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1727,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1728,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1729,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1730,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1731,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1732,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1733,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1734,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1735,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1736,4,4,3,1.5,1.5,2,1,4,4,0,0,0,0,0,1.5
1737,3,3,2,1.33333333333333,1,2,1,5,5,0,0,0,0,0,1.33333333333333
1738,2,2,1,1,1,1,1,3,3,0,0,0,0,0,1
1739,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1740,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1741,2,2,1,1,1,1,1,3,3,0,0,0,0,0,1
1742,3,3,2,1.33333333333333,1,2,1,4,4,0,0,0,0,0,1.33333333333333
1743,4,4,3,1.5,1.5,2,1,3,3,0,0,0,0,0,1.5
1744,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1745,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1746,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1747,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1748,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1749,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1750,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1751,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1752,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1753,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1754,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1755,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1756,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1757,2,2,1,1,1,1,1,3,3,0,0,0,0,0,1
1758,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1759,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1760,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1761,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1762,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1763,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1764,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1765,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1766,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1767,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1768,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1769,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1770,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1771,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1772,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1773,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1774,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1775,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1776,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1777,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1778,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1779,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1780,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1781,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1782,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1783,2,2,1,1,1,1,1,4,4,0,0,0,0,0,1
1784,4,4,3,1.5,1.5,2,1,3,3,0,0,0,0,0,1.5
1785,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1786,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1787,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1788,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1789,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1790,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1791,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1792,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1793,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1794,2,2,1,1,1,1,1,4,4,0,0,0,0,0,1
1795,4,4,3,1.5,1.5,2,1,3,3,0,0,0,0,0,1.5
1796,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1797,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1798,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1799,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1800,2,2,1,1,1,1,1,4,4,0,0,0,0,0,1
1801,4,4,3,1.5,1.5,2,1,3,3,0,0,0,0,0,1.5
1802,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1803,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1804,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1805,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1806,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1807,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1808,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1809,2,2,1,1,1,1,1,4,4,0,0,0,0,0,1
1810,4,4,3,1.5,1.5,2,1,3,3,0,0,0,0,0,1.5
1811,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1812,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1813,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1814,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1815,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1816,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1817,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1818,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1819,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1820,2,2,1,1,1,1,1,4,4,0,0,0,0,0,1
1821,4,4,3,1.5,1.5,2,1,3,3,0,0,0,0,0,1.5
1822,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1823,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1824,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1825,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1826,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1827,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1828,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1829,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1830,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1831,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1832,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1833,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1834,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1835,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1836,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1837,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1838,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1839,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1840,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1841,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1842,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1843,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1844,2,2,1,1,1,1,1,3,3,0,0,0,0,0,1
1845,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1846,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1847,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1848,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1849,2,2,1,1,1,1,1,3,3,0,0,0,0,0,1
1850,3,3,2,1.33333333333333,1,2,1,4,4,0,0,0,0,0,1.33333333333333
1851,4,4,3,1.5,1.5,2,1,3,3,0,0,0,0,0,1.5
1852,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1853,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1854,3,3,2,1.33333333333333,1,2,1,5,5,0,0,0,0,0,1.33333333333333
1855,5,5,4,1.6,2,2,1,5,5,0,0,0,0,0,1.6
1856,5,5,4,1.6,2,2,1,3,3,0,0,0,0,0,1.6
1857,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1858,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1859,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1860,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1861,2,2,1,1,1,1,1,3,3,0,0,0,0,0,1
1862,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1863,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1864,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1865,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1866,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1867,2,2,1,1,1,1,1,3,3,0,0,0,0,0,1
1868,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1869,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1870,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1871,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1872,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1873,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1874,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1875,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1876,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1877,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1878,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1879,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1880,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1881,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1882,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1883,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1884,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1885,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1886,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1887,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1888,2,2,1,1,1,1,1,4,4,0,0,0,0,0,1
1889,4,4,3,1.5,1.5,2,1,3,3,0,0,0,0,0,1.5
1890,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1891,3,3,2,1.33333333333333,1,2,1,4,4,0,0,0,0,0,1.33333333333333
1892,4,4,3,1.5,1.5,2,1,3,3,0,0,0,0,0,1.5
1893,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1894,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1895,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1896,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1897,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1898,2,2,1,1,1,1,1,4,4,0,0,0,0,0,1
1899,4,4,3,1.5,1.5,2,1,3,3,0,0,0,0,0,1.5
1900,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1901,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1902,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1903,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1904,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1905,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1906,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1907,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1908,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1909,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1910,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1911,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1912,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1913,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1914,2,2,1,1,1,1,1,3,3,0,0,0,0,0,1
1915,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1916,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1917,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1918,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1919,2,2,1,1,1,1,1,3,3,0,0,0,0,0,1
1920,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1921,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1922,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1923,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1924,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1925,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1926,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1927,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1928,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1929,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1930,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1931,2,2,1,1,1,1,1,4,4,0,0,0,0,0,1
1932,4,4,3,1.5,1.5,2,1,5,5,0,0,0,0,0,1.5
1933,5,5,4,1.6,2,2,1,2,2,0,0,0,0,0,1.6
1934,2,2,1,1,1,1,1,3,3,0,0,0,0,0,1
1935,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1936,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1937,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1938,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1939,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1940,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1941,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1942,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1943,2,2,1,1,1,1,1,3,3,0,0,0,0,0,1
1944,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1945,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1946,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1947,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1948,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1949,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1950,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1951,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1952,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1953,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1954,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1955,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1956,2,2,1,1,1,1,1,4,4,0,0,0,0,0,1
1957,4,4,3,1.5,1.5,2,1,3,3,0,0,0,0,0,1.5
1958,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1959,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1960,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1961,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1962,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1963,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1964,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1965,2,2,1,1,1,1,1,4,4,0,0,0,0,0,1
1966,4,4,3,1.5,1.5,2,1,3,3,0,0,0,0,0,1.5
1967,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1968,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1969,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
1970,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1971,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1972,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1973,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1974,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1975,2,2,1,1,1,1,1,3,3,0,0,0,0,0,1
1976,3,3,2,1.33333333333333,1,2,1,2,2,0,0,0,0,0,1.33333333333333
1977,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1978,2,2,1,1,1,1,1,2,2,0,0,0,0,0,1
1979,3,3,2,1.33333333333333,1,2,1,3,3,0,0,0,0,0,1.33333333333333
