community_id,n_nodes_fixed,n_vertices_fixed,n_edges_fixed,is_connected_fixed,diameter_fixed,n_nodes_orig,n_vertices_orig,n_edges_orig,is_connected_orig,diameter_orig,diameter_diff
1070,3,3,2,TRUE,2,3,3,0,FALSE,,
1071,2,2,1,TRUE,1,2,2,0,FALSE,,
1072,2,2,1,TRUE,1,2,2,0,FALSE,,
1073,2,2,1,TRUE,1,2,2,0,FALSE,,
1074,2,2,1,TRUE,1,2,2,0,FALSE,,
1075,3,3,2,TRUE,2,3,3,0,FALSE,,
1076,4,4,3,TRUE,3,4,4,0,FALSE,,
1077,3,3,2,TRUE,2,3,3,0,FALSE,,
1078,3,3,2,TRUE,2,3,3,0,FALSE,,
1079,3,3,2,TRUE,2,3,3,0,FALSE,,
1080,2,2,1,TRUE,1,2,2,0,FALSE,,
1081,2,2,1,TRUE,1,2,2,0,FALSE,,
1082,2,2,1,TRUE,1,2,2,0,FALSE,,
1083,2,2,1,TRUE,1,2,2,0,FALSE,,
1084,4,4,3,TRUE,3,4,4,0,FALSE,,
1085,3,3,2,TRUE,2,3,3,0,FALSE,,
1086,3,3,2,TRUE,2,3,3,0,FALSE,,
1087,3,3,2,TRUE,2,3,3,0,FALSE,,
1088,3,3,2,TRUE,2,3,3,0,FALSE,,
1089,2,2,1,TRUE,1,2,2,0,FALSE,,
1090,2,2,1,TRUE,1,2,2,0,FALSE,,
1091,2,2,1,TRUE,1,2,2,0,FALSE,,
1092,2,2,1,TRUE,1,2,2,0,FALSE,,
1093,2,2,1,TRUE,1,2,2,0,FALSE,,
1094,2,2,1,TRUE,1,2,2,0,FALSE,,
1095,2,2,1,TRUE,1,2,2,0,FALSE,,
1096,4,4,3,TRUE,3,4,4,0,FALSE,,
1097,3,3,2,TRUE,2,3,3,0,FALSE,,
1098,3,3,2,TRUE,2,3,3,0,FALSE,,
1099,3,3,2,TRUE,2,3,3,0,FALSE,,
1100,3,3,2,TRUE,2,3,3,0,FALSE,,
1101,3,3,2,TRUE,2,3,3,0,FALSE,,
1102,2,2,1,TRUE,1,2,2,0,FALSE,,
1103,2,2,1,TRUE,1,2,2,0,FALSE,,
1104,2,2,1,TRUE,1,2,2,0,FALSE,,
1105,2,2,1,TRUE,1,2,2,0,FALSE,,
1106,3,3,2,TRUE,2,3,3,0,FALSE,,
1107,2,2,1,TRUE,1,2,2,0,FALSE,,
1108,3,3,2,TRUE,2,2,2,0,FALSE,,
1109,2,2,1,TRUE,1,3,3,0,FALSE,,
1110,2,2,1,TRUE,1,2,2,0,FALSE,,
1111,2,2,1,TRUE,1,2,2,0,FALSE,,
1112,2,2,1,TRUE,1,2,2,0,FALSE,,
1113,2,2,1,TRUE,1,2,2,0,FALSE,,
1114,2,2,1,TRUE,1,2,2,0,FALSE,,
1115,2,2,1,TRUE,1,2,2,0,FALSE,,
1116,2,2,1,TRUE,1,2,2,0,FALSE,,
1117,2,2,1,TRUE,1,2,2,0,FALSE,,
1118,2,2,1,TRUE,1,2,2,0,FALSE,,
1119,2,2,1,TRUE,1,2,2,0,FALSE,,
1120,2,2,1,TRUE,1,2,2,0,FALSE,,
1121,2,2,1,TRUE,1,2,2,0,FALSE,,
1122,2,2,1,TRUE,1,2,2,0,FALSE,,
1123,2,2,1,TRUE,1,2,2,0,FALSE,,
1124,2,2,1,TRUE,1,2,2,0,FALSE,,
1125,2,2,1,TRUE,1,2,2,0,FALSE,,
1126,2,2,1,TRUE,1,2,2,0,FALSE,,
1127,2,2,1,TRUE,1,2,2,0,FALSE,,
1128,2,2,1,TRUE,1,2,2,0,FALSE,,
1129,2,2,1,TRUE,1,2,2,0,FALSE,,
1130,2,2,1,TRUE,1,2,2,0,FALSE,,
1131,2,2,1,TRUE,1,2,2,0,FALSE,,
1132,2,2,1,TRUE,1,2,2,0,FALSE,,
1133,2,2,1,TRUE,1,3,3,0,FALSE,,
1134,3,3,2,TRUE,2,2,2,0,FALSE,,
1135,2,2,1,TRUE,1,2,2,0,FALSE,,
1136,2,2,1,TRUE,1,2,2,0,FALSE,,
1137,2,2,1,TRUE,1,2,2,0,FALSE,,
1138,2,2,1,TRUE,1,2,2,0,FALSE,,
1139,2,2,1,TRUE,1,2,2,0,FALSE,,
1140,2,2,1,TRUE,1,2,2,0,FALSE,,
1141,2,2,1,TRUE,1,2,2,0,FALSE,,
1142,2,2,1,TRUE,1,2,2,0,FALSE,,
1143,2,2,1,TRUE,1,2,2,0,FALSE,,
1144,2,2,1,TRUE,1,2,2,0,FALSE,,
1145,2,2,1,TRUE,1,2,2,0,FALSE,,
1146,2,2,1,TRUE,1,2,2,0,FALSE,,
1147,2,2,1,TRUE,1,2,2,0,FALSE,,
1148,2,2,1,TRUE,1,2,2,0,FALSE,,
1149,2,2,1,TRUE,1,2,2,0,FALSE,,
1150,2,2,1,TRUE,1,2,2,0,FALSE,,
1151,2,2,1,TRUE,1,2,2,0,FALSE,,
1152,4,4,3,TRUE,3,4,4,0,FALSE,,
1153,3,3,2,TRUE,2,3,3,0,FALSE,,
1154,3,3,2,TRUE,2,3,3,0,FALSE,,
1155,3,3,2,TRUE,2,3,3,0,FALSE,,
1156,2,2,1,TRUE,1,2,2,0,FALSE,,
1157,2,2,1,TRUE,1,2,2,0,FALSE,,
1158,2,2,1,TRUE,1,2,2,0,FALSE,,
1159,2,2,1,TRUE,1,2,2,0,FALSE,,
1160,2,2,1,TRUE,1,2,2,0,FALSE,,
1161,2,2,1,TRUE,1,2,2,0,FALSE,,
1162,2,2,1,TRUE,1,2,2,0,FALSE,,
1163,2,2,1,TRUE,1,2,2,0,FALSE,,
1164,2,2,1,TRUE,1,2,2,0,FALSE,,
1165,2,2,1,TRUE,1,2,2,0,FALSE,,
1166,4,4,3,TRUE,3,4,4,0,FALSE,,
1167,3,3,2,TRUE,2,3,3,0,FALSE,,
1168,2,2,1,TRUE,1,2,2,0,FALSE,,
1169,2,2,1,TRUE,1,2,2,0,FALSE,,
1170,2,2,1,TRUE,1,2,2,0,FALSE,,
1171,2,2,1,TRUE,1,2,2,0,FALSE,,
1172,4,4,3,TRUE,3,4,4,0,FALSE,,
1173,3,3,2,TRUE,2,3,3,0,FALSE,,
1174,3,3,2,TRUE,2,3,3,0,FALSE,,
1175,3,3,2,TRUE,2,3,3,0,FALSE,,
1176,2,2,1,TRUE,1,2,2,0,FALSE,,
1177,2,2,1,TRUE,1,2,2,0,FALSE,,
1178,2,2,1,TRUE,1,2,2,0,FALSE,,
1179,2,2,1,TRUE,1,2,2,0,FALSE,,
1180,2,2,1,TRUE,1,2,2,0,FALSE,,
1181,2,2,1,TRUE,1,2,2,0,FALSE,,
1182,4,4,3,TRUE,3,4,4,0,FALSE,,
1183,5,5,4,TRUE,4,5,5,0,FALSE,,
1184,3,3,2,TRUE,2,3,3,0,FALSE,,
1185,2,2,1,TRUE,1,2,2,0,FALSE,,
1186,2,2,1,TRUE,1,2,2,0,FALSE,,
1187,2,2,1,TRUE,1,2,2,0,FALSE,,
1188,2,2,1,TRUE,1,2,2,0,FALSE,,
1189,4,4,3,TRUE,3,4,4,0,FALSE,,
1190,3,3,2,TRUE,2,3,3,0,FALSE,,
1191,3,3,2,TRUE,2,3,3,0,FALSE,,
1192,2,2,1,TRUE,1,2,2,0,FALSE,,
1193,2,2,1,TRUE,1,2,2,0,FALSE,,
1194,2,2,1,TRUE,1,2,2,0,FALSE,,
1195,2,2,1,TRUE,1,2,2,0,FALSE,,
1196,2,2,1,TRUE,1,2,2,0,FALSE,,
1197,3,3,2,TRUE,2,2,2,0,FALSE,,
1198,2,2,1,TRUE,1,3,3,0,FALSE,,
1199,2,2,1,TRUE,1,2,2,0,FALSE,,
1200,2,2,1,TRUE,1,2,2,0,FALSE,,
1201,2,2,1,TRUE,1,2,2,0,FALSE,,
1202,2,2,1,TRUE,1,2,2,0,FALSE,,
1203,2,2,1,TRUE,1,2,2,0,FALSE,,
1204,2,2,1,TRUE,1,2,2,0,FALSE,,
1205,2,2,1,TRUE,1,2,2,0,FALSE,,
1206,2,2,1,TRUE,1,2,2,0,FALSE,,
1207,2,2,1,TRUE,1,2,2,0,FALSE,,
1208,2,2,1,TRUE,1,2,2,0,FALSE,,
1209,2,2,1,TRUE,1,2,2,0,FALSE,,
1210,2,2,1,TRUE,1,2,2,0,FALSE,,
1211,2,2,1,TRUE,1,2,2,0,FALSE,,
1212,2,2,1,TRUE,1,2,2,0,FALSE,,
1213,2,2,1,TRUE,1,2,2,0,FALSE,,
1214,2,2,1,TRUE,1,2,2,0,FALSE,,
1215,2,2,1,TRUE,1,2,2,0,FALSE,,
1216,2,2,1,TRUE,1,2,2,0,FALSE,,
1217,2,2,1,TRUE,1,2,2,0,FALSE,,
1218,2,2,1,TRUE,1,2,2,0,FALSE,,
1219,4,4,3,TRUE,3,4,4,0,FALSE,,
1220,3,3,2,TRUE,2,3,3,0,FALSE,,
1221,3,3,2,TRUE,2,3,3,0,FALSE,,
1222,2,2,1,TRUE,1,2,2,0,FALSE,,
1223,3,3,2,TRUE,2,2,2,0,FALSE,,
1224,2,2,1,TRUE,1,3,3,0,FALSE,,
1225,2,2,1,TRUE,1,2,2,0,FALSE,,
1226,2,2,1,TRUE,1,2,2,0,FALSE,,
1227,2,2,1,TRUE,1,2,2,0,FALSE,,
1228,2,2,1,TRUE,1,2,2,0,FALSE,,
1229,2,2,1,TRUE,1,2,2,0,FALSE,,
1230,2,2,1,TRUE,1,2,2,0,FALSE,,
1231,2,2,1,TRUE,1,2,2,0,FALSE,,
1232,2,2,1,TRUE,1,2,2,0,FALSE,,
1233,2,2,1,TRUE,1,2,2,0,FALSE,,
1234,2,2,1,TRUE,1,2,2,0,FALSE,,
1235,2,2,1,TRUE,1,2,2,0,FALSE,,
1236,2,2,1,TRUE,1,2,2,0,FALSE,,
1237,2,2,1,TRUE,1,2,2,0,FALSE,,
1238,2,2,1,TRUE,1,2,2,0,FALSE,,
1239,2,2,1,TRUE,1,2,2,0,FALSE,,
1240,2,2,1,TRUE,1,2,2,0,FALSE,,
1241,3,3,2,TRUE,2,3,3,0,FALSE,,
1242,2,2,1,TRUE,1,2,2,0,FALSE,,
1243,2,2,1,TRUE,1,2,2,0,FALSE,,
1244,2,2,1,TRUE,1,2,2,0,FALSE,,
1245,2,2,1,TRUE,1,2,2,0,FALSE,,
1246,2,2,1,TRUE,1,2,2,0,FALSE,,
1247,2,2,1,TRUE,1,2,2,0,FALSE,,
1248,4,4,3,TRUE,3,4,4,0,FALSE,,
1249,3,3,2,TRUE,2,3,3,0,FALSE,,
1250,3,3,2,TRUE,2,3,3,0,FALSE,,
1251,4,4,3,TRUE,3,4,4,0,FALSE,,
1252,3,3,2,TRUE,2,3,3,0,FALSE,,
1253,3,3,2,TRUE,2,3,3,0,FALSE,,
1254,3,3,2,TRUE,2,3,3,0,FALSE,,
1255,2,2,1,TRUE,1,2,2,0,FALSE,,
1256,2,2,1,TRUE,1,2,2,0,FALSE,,
1257,2,2,1,TRUE,1,2,2,0,FALSE,,
1258,2,2,1,TRUE,1,3,3,0,FALSE,,
1259,3,3,2,TRUE,2,2,2,0,FALSE,,
1260,2,2,1,TRUE,1,2,2,0,FALSE,,
1261,2,2,1,TRUE,1,2,2,0,FALSE,,
1262,2,2,1,TRUE,1,2,2,0,FALSE,,
1263,2,2,1,TRUE,1,2,2,0,FALSE,,
1264,2,2,1,TRUE,1,2,2,0,FALSE,,
1265,2,2,1,TRUE,1,2,2,0,FALSE,,
1266,2,2,1,TRUE,1,2,2,0,FALSE,,
1267,2,2,1,TRUE,1,2,2,0,FALSE,,
1268,3,3,2,TRUE,2,3,3,0,FALSE,,
1269,2,2,1,TRUE,1,2,2,0,FALSE,,
1270,2,2,1,TRUE,1,2,2,0,FALSE,,
1271,2,2,1,TRUE,1,2,2,0,FALSE,,
1272,2,2,1,TRUE,1,2,2,0,FALSE,,
1273,2,2,1,TRUE,1,2,2,0,FALSE,,
1274,2,2,1,TRUE,1,2,2,0,FALSE,,
1275,2,2,1,TRUE,1,2,2,0,FALSE,,
1276,2,2,1,TRUE,1,2,2,0,FALSE,,
1277,4,4,3,TRUE,3,4,4,0,FALSE,,
1278,3,3,2,TRUE,2,3,3,0,FALSE,,
1279,3,3,2,TRUE,2,3,3,0,FALSE,,
1280,3,3,2,TRUE,2,3,3,0,FALSE,,
1281,2,2,1,TRUE,1,2,2,0,FALSE,,
1282,2,2,1,TRUE,1,2,2,0,FALSE,,
1283,2,2,1,TRUE,1,2,2,0,FALSE,,
1284,2,2,1,TRUE,1,2,2,0,FALSE,,
1285,4,4,3,TRUE,3,4,4,0,FALSE,,
1286,3,3,2,TRUE,2,3,3,0,FALSE,,
1287,3,3,2,TRUE,2,3,3,0,FALSE,,
1288,4,4,3,TRUE,3,4,4,0,FALSE,,
1289,3,3,2,TRUE,2,3,3,0,FALSE,,
1290,3,3,2,TRUE,2,3,3,0,FALSE,,
1291,3,3,2,TRUE,2,3,3,0,FALSE,,
1292,2,2,1,TRUE,1,2,2,0,FALSE,,
1293,3,3,2,TRUE,2,3,3,0,FALSE,,
1294,2,2,1,TRUE,1,2,2,0,FALSE,,
1295,2,2,1,TRUE,1,2,2,0,FALSE,,
1296,2,2,1,TRUE,1,2,2,0,FALSE,,
1297,4,4,3,TRUE,3,4,4,0,FALSE,,
1298,3,3,2,TRUE,2,3,3,0,FALSE,,
1299,3,3,2,TRUE,2,3,3,0,FALSE,,
1300,2,2,1,TRUE,1,2,2,0,FALSE,,
1301,2,2,1,TRUE,1,2,2,0,FALSE,,
1302,2,2,1,TRUE,1,2,2,0,FALSE,,
1303,2,2,1,TRUE,1,2,2,0,FALSE,,
1304,2,2,1,TRUE,1,2,2,0,FALSE,,
1305,3,3,2,TRUE,2,2,2,0,FALSE,,
1306,2,2,1,TRUE,1,3,3,0,FALSE,,
1307,2,2,1,TRUE,1,2,2,0,FALSE,,
1308,3,3,2,TRUE,2,2,2,0,FALSE,,
1309,2,2,1,TRUE,1,3,3,0,FALSE,,
1310,2,2,1,TRUE,1,2,2,0,FALSE,,
1311,3,3,2,TRUE,2,2,2,0,FALSE,,
1312,2,2,1,TRUE,1,3,3,0,FALSE,,
1313,2,2,1,TRUE,1,2,2,0,FALSE,,
1314,2,2,1,TRUE,1,2,2,0,FALSE,,
1315,4,4,3,TRUE,3,4,4,0,FALSE,,
1316,5,5,4,TRUE,4,5,5,0,FALSE,,
1317,3,3,2,TRUE,2,3,3,0,FALSE,,
1318,3,3,2,TRUE,2,3,3,0,FALSE,,
1319,2,2,1,TRUE,1,2,2,0,FALSE,,
1320,2,2,1,TRUE,1,2,2,0,FALSE,,
1321,2,2,1,TRUE,1,2,2,0,FALSE,,
1322,2,2,1,TRUE,1,2,2,0,FALSE,,
1323,2,2,1,TRUE,1,2,2,0,FALSE,,
1324,2,2,1,TRUE,1,2,2,0,FALSE,,
1325,2,2,1,TRUE,1,2,2,0,FALSE,,
1326,2,2,1,TRUE,1,2,2,0,FALSE,,
1327,2,2,1,TRUE,1,2,2,0,FALSE,,
1328,2,2,1,TRUE,1,2,2,0,FALSE,,
1329,2,2,1,TRUE,1,2,2,0,FALSE,,
1330,2,2,1,TRUE,1,2,2,0,FALSE,,
1331,4,4,3,TRUE,3,4,4,0,FALSE,,
1332,3,3,2,TRUE,2,3,3,0,FALSE,,
1333,2,2,1,TRUE,1,2,2,0,FALSE,,
1334,2,2,1,TRUE,1,2,2,0,FALSE,,
1335,2,2,1,TRUE,1,2,2,0,FALSE,,
1336,2,2,1,TRUE,1,2,2,0,FALSE,,
1337,2,2,1,TRUE,1,2,2,0,FALSE,,
1338,2,2,1,TRUE,1,2,2,0,FALSE,,
1339,2,2,1,TRUE,1,2,2,0,FALSE,,
1340,7,7,6,TRUE,6,7,7,0,FALSE,,
1341,3,3,2,TRUE,2,3,3,0,FALSE,,
1342,9,9,8,TRUE,4,9,9,0,FALSE,,
1343,3,3,2,TRUE,2,3,3,0,FALSE,,
1344,3,3,2,TRUE,2,3,3,0,FALSE,,
1345,3,3,2,TRUE,2,3,3,0,FALSE,,
1346,3,3,2,TRUE,2,3,3,0,FALSE,,
1347,3,3,2,TRUE,2,3,3,0,FALSE,,
1348,3,3,2,TRUE,2,3,3,0,FALSE,,
1349,3,3,2,TRUE,2,3,3,0,FALSE,,
1350,3,3,2,TRUE,2,3,3,0,FALSE,,
1351,3,3,2,TRUE,2,3,3,0,FALSE,,
1352,3,3,2,TRUE,2,3,3,0,FALSE,,
1353,3,3,2,TRUE,2,3,3,0,FALSE,,
1354,3,3,2,TRUE,2,3,3,0,FALSE,,
1355,2,2,1,TRUE,1,2,2,0,FALSE,,
1356,2,2,1,TRUE,1,2,2,0,FALSE,,
1357,3,3,2,TRUE,2,3,3,0,FALSE,,
1358,2,2,1,TRUE,1,2,2,0,FALSE,,
1359,2,2,1,TRUE,1,2,2,0,FALSE,,
1360,2,2,1,TRUE,1,2,2,0,FALSE,,
1361,2,2,1,TRUE,1,2,2,0,FALSE,,
1362,2,2,1,TRUE,1,2,2,0,FALSE,,
1363,2,2,1,TRUE,1,2,2,0,FALSE,,
1364,3,3,2,TRUE,2,3,3,0,FALSE,,
1365,2,2,1,TRUE,1,2,2,0,FALSE,,
1366,2,2,1,TRUE,1,2,2,0,FALSE,,
1367,2,2,1,TRUE,1,2,2,0,FALSE,,
1368,2,2,1,TRUE,1,2,2,0,FALSE,,
1369,2,2,1,TRUE,1,2,2,0,FALSE,,
1370,2,2,1,TRUE,1,2,2,0,FALSE,,
1371,2,2,1,TRUE,1,2,2,0,FALSE,,
1372,2,2,1,TRUE,1,2,2,0,FALSE,,
1373,2,2,1,TRUE,1,2,2,0,FALSE,,
1374,2,2,1,TRUE,1,2,2,0,FALSE,,
1375,2,2,1,TRUE,1,2,2,0,FALSE,,
1376,2,2,1,TRUE,1,2,2,0,FALSE,,
1377,2,2,1,TRUE,1,2,2,0,FALSE,,
1378,2,2,1,TRUE,1,2,2,0,FALSE,,
1379,2,2,1,TRUE,1,2,2,0,FALSE,,
1380,2,2,1,TRUE,1,2,2,0,FALSE,,
1381,2,2,1,TRUE,1,2,2,0,FALSE,,
1382,2,2,1,TRUE,1,2,2,0,FALSE,,
1383,2,2,1,TRUE,1,2,2,0,FALSE,,
1384,2,2,1,TRUE,1,3,3,0,FALSE,,
1385,3,3,2,TRUE,2,2,2,0,FALSE,,
1386,2,2,1,TRUE,1,2,2,0,FALSE,,
1387,2,2,1,TRUE,1,2,2,0,FALSE,,
1388,4,4,3,TRUE,3,4,4,0,FALSE,,
1389,3,3,2,TRUE,2,3,3,0,FALSE,,
1390,3,3,2,TRUE,2,3,3,0,FALSE,,
1391,3,3,2,TRUE,2,3,3,0,FALSE,,
1392,3,3,2,TRUE,2,3,3,0,FALSE,,
1393,3,3,2,TRUE,2,3,3,0,FALSE,,
1394,3,3,2,TRUE,2,3,3,0,FALSE,,
1395,3,3,2,TRUE,2,3,3,0,FALSE,,
1396,3,3,2,TRUE,2,3,3,0,FALSE,,
1397,3,3,2,TRUE,2,3,3,0,FALSE,,
1398,3,3,2,TRUE,2,3,3,0,FALSE,,
1399,3,3,2,TRUE,2,3,3,0,FALSE,,
1400,3,3,2,TRUE,2,3,3,0,FALSE,,
1401,3,3,2,TRUE,2,3,3,0,FALSE,,
1402,3,3,2,TRUE,2,3,3,0,FALSE,,
1403,3,3,2,TRUE,2,3,3,0,FALSE,,
1404,3,3,2,TRUE,2,3,3,0,FALSE,,
1405,2,2,1,TRUE,1,2,2,0,FALSE,,
1406,2,2,1,TRUE,1,3,3,0,FALSE,,
1407,3,3,2,TRUE,2,2,2,0,FALSE,,
1408,2,2,1,TRUE,1,2,2,0,FALSE,,
1409,2,2,1,TRUE,1,2,2,0,FALSE,,
1410,2,2,1,TRUE,1,2,2,0,FALSE,,
1411,2,2,1,TRUE,1,2,2,0,FALSE,,
1412,3,3,2,TRUE,2,3,3,0,FALSE,,
1413,2,2,1,TRUE,1,4,4,0,FALSE,,
1414,3,3,2,TRUE,2,3,3,0,FALSE,,
1415,4,4,3,TRUE,3,2,2,0,FALSE,,
1416,2,2,1,TRUE,1,2,2,0,FALSE,,
1417,2,2,1,TRUE,1,2,2,0,FALSE,,
1418,4,4,3,TRUE,3,4,4,0,FALSE,,
1419,3,3,2,TRUE,2,3,3,0,FALSE,,
1420,3,3,2,TRUE,2,3,3,0,FALSE,,
1421,5,5,4,TRUE,4,5,5,0,FALSE,,
1422,3,3,2,TRUE,2,3,3,0,FALSE,,
1423,3,3,2,TRUE,2,3,3,0,FALSE,,
1424,3,3,2,TRUE,2,3,3,0,FALSE,,
1425,3,3,2,TRUE,2,3,3,0,FALSE,,
1426,3,3,2,TRUE,2,3,3,0,FALSE,,
1427,2,2,1,TRUE,1,2,2,0,FALSE,,
1428,2,2,1,TRUE,1,2,2,0,FALSE,,
1429,2,2,1,TRUE,1,2,2,0,FALSE,,
1430,2,2,1,TRUE,1,2,2,0,FALSE,,
1431,2,2,1,TRUE,1,2,2,0,FALSE,,
1432,2,2,1,TRUE,1,2,2,0,FALSE,,
1433,2,2,1,TRUE,1,2,2,0,FALSE,,
1434,4,4,3,TRUE,3,4,4,0,FALSE,,
1435,3,3,2,TRUE,2,3,3,0,FALSE,,
1436,2,2,1,TRUE,1,2,2,0,FALSE,,
1437,2,2,1,TRUE,1,2,2,0,FALSE,,
1438,2,2,1,TRUE,1,2,2,0,FALSE,,
1439,3,3,2,TRUE,2,3,3,0,FALSE,,
1440,2,2,1,TRUE,1,2,2,0,FALSE,,
1441,2,2,1,TRUE,1,2,2,0,FALSE,,
1442,2,2,1,TRUE,1,2,2,0,FALSE,,
1443,2,2,1,TRUE,1,2,2,0,FALSE,,
1444,4,4,3,TRUE,3,4,4,0,FALSE,,
1445,3,3,2,TRUE,2,3,3,0,FALSE,,
1446,3,3,2,TRUE,2,3,3,0,FALSE,,
1447,2,2,1,TRUE,1,2,2,0,FALSE,,
1448,2,2,1,TRUE,1,3,3,0,FALSE,,
1449,3,3,2,TRUE,2,2,2,0,FALSE,,
1450,2,2,1,TRUE,1,2,2,0,FALSE,,
1451,2,2,1,TRUE,1,2,2,0,FALSE,,
1452,4,4,3,TRUE,3,4,4,0,FALSE,,
1453,3,3,2,TRUE,2,3,3,0,FALSE,,
1454,3,3,2,TRUE,2,3,3,0,FALSE,,
1455,2,2,1,TRUE,1,2,2,0,FALSE,,
1456,3,3,2,TRUE,2,2,2,0,FALSE,,
1457,2,2,1,TRUE,1,3,3,0,FALSE,,
1458,2,2,1,TRUE,1,2,2,0,FALSE,,
1459,2,2,1,TRUE,1,2,2,0,FALSE,,
1460,2,2,1,TRUE,1,2,2,0,FALSE,,
1461,2,2,1,TRUE,1,2,2,0,FALSE,,
1462,2,2,1,TRUE,1,2,2,0,FALSE,,
1463,2,2,1,TRUE,1,2,2,0,FALSE,,
1464,2,2,1,TRUE,1,2,2,0,FALSE,,
1465,2,2,1,TRUE,1,2,2,0,FALSE,,
1466,2,2,1,TRUE,1,2,2,0,FALSE,,
1467,2,2,1,TRUE,1,2,2,0,FALSE,,
1468,2,2,1,TRUE,1,2,2,0,FALSE,,
1469,2,2,1,TRUE,1,2,2,0,FALSE,,
1470,2,2,1,TRUE,1,2,2,0,FALSE,,
1471,2,2,1,TRUE,1,2,2,0,FALSE,,
1472,2,2,1,TRUE,1,2,2,0,FALSE,,
1473,2,2,1,TRUE,1,2,2,0,FALSE,,
1474,2,2,1,TRUE,1,2,2,0,FALSE,,
1475,2,2,1,TRUE,1,2,2,0,FALSE,,
1476,2,2,1,TRUE,1,2,2,0,FALSE,,
1477,2,2,1,TRUE,1,2,2,0,FALSE,,
1478,2,2,1,TRUE,1,2,2,0,FALSE,,
1479,2,2,1,TRUE,1,2,2,0,FALSE,,
1480,2,2,1,TRUE,1,2,2,0,FALSE,,
1481,2,2,1,TRUE,1,2,2,0,FALSE,,
1482,2,2,1,TRUE,1,2,2,0,FALSE,,
1483,2,2,1,TRUE,1,2,2,0,FALSE,,
1484,2,2,1,TRUE,1,2,2,0,FALSE,,
1485,2,2,1,TRUE,1,2,2,0,FALSE,,
1486,3,3,2,TRUE,2,3,3,0,FALSE,,
1487,2,2,1,TRUE,1,2,2,0,FALSE,,
1488,2,2,1,TRUE,1,2,2,0,FALSE,,
1489,2,2,1,TRUE,1,2,2,0,FALSE,,
1490,2,2,1,TRUE,1,2,2,0,FALSE,,
1491,3,3,2,TRUE,2,3,3,0,FALSE,,
1492,2,2,1,TRUE,1,2,2,0,FALSE,,
1493,2,2,1,TRUE,1,2,2,0,FALSE,,
1494,2,2,1,TRUE,1,2,2,0,FALSE,,
1495,2,2,1,TRUE,1,2,2,0,FALSE,,
1496,2,2,1,TRUE,1,2,2,0,FALSE,,
1497,2,2,1,TRUE,1,2,2,0,FALSE,,
1498,2,2,1,TRUE,1,2,2,0,FALSE,,
1499,2,2,1,TRUE,1,2,2,0,FALSE,,
1500,2,2,1,TRUE,1,2,2,0,FALSE,,
1501,2,2,1,TRUE,1,3,3,0,FALSE,,
1502,3,3,2,TRUE,2,2,2,0,FALSE,,
1503,2,2,1,TRUE,1,2,2,0,FALSE,,
1504,2,2,1,TRUE,1,3,3,0,FALSE,,
1505,3,3,2,TRUE,2,2,2,0,FALSE,,
1506,2,2,1,TRUE,1,2,2,0,FALSE,,
1507,2,2,1,TRUE,1,2,2,0,FALSE,,
1508,2,2,1,TRUE,1,2,2,0,FALSE,,
1509,2,2,1,TRUE,1,2,2,0,FALSE,,
1510,2,2,1,TRUE,1,2,2,0,FALSE,,
1511,3,3,2,TRUE,2,3,3,0,FALSE,,
1512,2,2,1,TRUE,1,2,2,0,FALSE,,
1513,2,2,1,TRUE,1,2,2,0,FALSE,,
1514,2,2,1,TRUE,1,2,2,0,FALSE,,
1515,3,3,2,TRUE,2,2,2,0,FALSE,,
1516,2,2,1,TRUE,1,3,3,0,FALSE,,
1517,2,2,1,TRUE,1,2,2,0,FALSE,,
1518,2,2,1,TRUE,1,3,3,0,FALSE,,
1519,3,3,2,TRUE,2,2,2,0,FALSE,,
1520,4,4,3,TRUE,3,4,4,0,FALSE,,
1521,3,3,2,TRUE,2,3,3,0,FALSE,,
1522,3,3,2,TRUE,2,3,3,0,FALSE,,
1523,2,2,1,TRUE,1,2,2,0,FALSE,,
1524,2,2,1,TRUE,1,2,2,0,FALSE,,
1525,2,2,1,TRUE,1,2,2,0,FALSE,,
1526,2,2,1,TRUE,1,2,2,0,FALSE,,
1527,2,2,1,TRUE,1,2,2,0,FALSE,,
1528,2,2,1,TRUE,1,2,2,0,FALSE,,
1529,2,2,1,TRUE,1,2,2,0,FALSE,,
1530,2,2,1,TRUE,1,3,3,0,FALSE,,
1531,3,3,2,TRUE,2,2,2,0,FALSE,,
1532,2,2,1,TRUE,1,2,2,0,FALSE,,
1533,2,2,1,TRUE,1,2,2,0,FALSE,,
1534,2,2,1,TRUE,1,2,2,0,FALSE,,
1535,2,2,1,TRUE,1,2,2,0,FALSE,,
1536,2,2,1,TRUE,1,2,2,0,FALSE,,
1537,2,2,1,TRUE,1,2,2,0,FALSE,,
1538,4,4,3,TRUE,3,4,4,0,FALSE,,
1539,3,3,2,TRUE,2,3,3,0,FALSE,,
1540,3,3,2,TRUE,2,3,3,0,FALSE,,
1541,2,2,1,TRUE,1,2,2,0,FALSE,,
1542,2,2,1,TRUE,1,2,2,0,FALSE,,
1543,4,4,3,TRUE,3,4,4,0,FALSE,,
1544,3,3,2,TRUE,2,3,3,0,FALSE,,
1545,3,3,2,TRUE,2,3,3,0,FALSE,,
1546,2,2,1,TRUE,1,2,2,0,FALSE,,
1547,2,2,1,TRUE,1,2,2,0,FALSE,,
1548,2,2,1,TRUE,1,2,2,0,FALSE,,
